run,preset,model,utt,utt_type,conf,needs_review,utt_ind,outcome
preset_11together_moonshotai_Kimi-K2.6,11,together_moonshotai_Kimi-K2.6,"Things got rough after that last exchange — I'm down 22 to 36. My only legal moves now are g2, b6, a7. What's my play to finish strong?",Think Aloud,1.0,False,2,MISSING
preset_11together_moonshotai_Kimi-K2.6,11,together_moonshotai_Kimi-K2.6,"Things got rough after that last exchange — I'm down 22 to 36. My only legal moves now are g2, b6, a7. What's my play to finish strong?",Solution Request,1.0,False,2,MISSING
preset_12anthropic_claude-sonnet-5,12,anthropic_claude-sonnet-5,"Othello endgame, I'm Black. Only 10 empty squares left (a1,h1,g2,a3,b6,a7,b7,a8,b8,c8). My legal moves right now are g2, b6, a7, b7, b8, c8. Which move gives me the best final disc count assuming White plays optimally afterward? Can you actually calculate this out fully since there's so few squares left?",Solution Request,1.0,False,0,MISSING
preset_12anthropic_claude-sonnet-5,12,anthropic_claude-sonnet-5,"White deviated from your predicted line and played a8 instead of a3. Now it's my move with legal moves g2, b6, a7, c8. Board has 8 empty squares left (a1,h1,g2,a3,b6,a7,b8,c8). Can you recalculate the best move for me now?",Think Aloud,1.0,False,1,MISSING
preset_12anthropic_claude-sonnet-5,12,anthropic_claude-sonnet-5,"White deviated from your predicted line and played a8 instead of a3. Now it's my move with legal moves g2, b6, a7, c8. Board has 8 empty squares left (a1,h1,g2,a3,b6,a7,b8,c8). Can you recalculate the best move for me now?",Solution Request,1.0,False,1,MISSING
preset_12anthropic_claude-sonnet-5,12,anthropic_claude-sonnet-5,"Only 6 empty squares left (a1,h1,g2,a3,b6,a7), I'm Black with 22 vs White's 36. My legal moves are g2, b6, a7. Can you fully calculate the best line for me here to maximize my final count?",Think Aloud,1.0,False,2,MISSING
preset_12anthropic_claude-sonnet-5,12,anthropic_claude-sonnet-5,"Only 6 empty squares left (a1,h1,g2,a3,b6,a7), I'm Black with 22 vs White's 36. My legal moves are g2, b6, a7. Can you fully calculate the best line for me here to maximize my final count?",Solution Request,1.0,False,2,MISSING
preset_12openai_gpt-5.6-luna,12,openai_gpt-5.6-luna,"Can you find the best line for Black from this position, including the right first move? Please focus on exact endgame play.",Solution Request,1.0,False,0,MISSING
preset_12openai_gpt-5.6-luna,12,openai_gpt-5.6-luna,"After b7, a8, g2, h1, the legal moves are b6, a7, c8. Which is best now, and what should I play after White's reply?",Think Aloud,1.0,False,1,MISSING
preset_12openai_gpt-5.6-luna,12,openai_gpt-5.6-luna,"After b7, a8, g2, h1, the legal moves are b6, a7, c8. Which is best now, and what should I play after White's reply?",Solution Request,1.0,False,1,MISSING
preset_12together_google_gemma-4-31B-it,12,together_google_gemma-4-31B-it,"i'm getting crushed here lol. between g2 and c8, which one is the better play?",Think Aloud,0.6666666666666666,False,0,MISSING
preset_12together_google_gemma-4-31B-it,12,together_google_gemma-4-31B-it,"i'm getting crushed here lol. between g2 and c8, which one is the better play?",Common Ground Question,1.0,False,0,MISSING
preset_12together_meta-llama_Llama-3.3-70B-Instruct-Turbo,12,together_meta-llama_Llama-3.3-70B-Instruct-Turbo,"Which of my legal moves will result in the most discs for me at the end of the game, assuming my opponent plays optimally?",Solution Request,1.0,False,0,MISSING
preset_12together_meta-llama_Llama-3.3-70B-Instruct-Turbo,12,together_meta-llama_Llama-3.3-70B-Instruct-Turbo,What is the best next move after b7?,Solution Request,1.0,False,1,MISSING
preset_12together_meta-llama_Llama-3.3-70B-Instruct-Turbo,12,together_meta-llama_Llama-3.3-70B-Instruct-Turbo,What is my best move now?,Solution Request,1.0,False,2,MISSING
preset_12together_moonshotai_Kimi-K2.6,12,together_moonshotai_Kimi-K2.6,"g2 looks huge here — flips f2 and the whole g-file. Is there any trap I’m missing, or is g2 clearly better than b6/a7/c8?",Think Aloud,1.0,False,0,MISSING
preset_12together_moonshotai_Kimi-K2.6,12,together_moonshotai_Kimi-K2.6,"g2 looks huge here — flips f2 and the whole g-file. Is there any trap I’m missing, or is g2 clearly better than b6/a7/c8?",Common Ground Question,1.0,False,0,MISSING
preset_12together_moonshotai_Kimi-K2.6,12,together_moonshotai_Kimi-K2.6,"Between b6 and a7 right now, which is better? a7 completes rank 7 but I worry White still has b8 or a3 replies. Does a7 actually win more reliably than b6?",Think Aloud,0.6666666666666666,False,1,MISSING
preset_12together_moonshotai_Kimi-K2.6,12,together_moonshotai_Kimi-K2.6,"Between b6 and a7 right now, which is better? a7 completes rank 7 but I worry White still has b8 or a3 replies. Does a7 actually win more reliably than b6?",Common Ground Question,1.0,False,1,MISSING
preset_13anthropic_claude-sonnet-5,13,anthropic_claude-sonnet-5,"hey, I'm Black and only have 20 discs vs White's 34, only 10 empty squares left. My options are g2, b6, a7, b7, b8, c8. Which one actually sets me up best for the end, not just biggest flip right now?",Think Aloud,0.6666666666666666,False,0,MISSING
preset_13anthropic_claude-sonnet-5,13,anthropic_claude-sonnet-5,"hey, I'm Black and only have 20 discs vs White's 34, only 10 empty squares left. My options are g2, b6, a7, b7, b8, c8. Which one actually sets me up best for the end, not just biggest flip right now?",Solution Request,0.6666666666666666,False,0,MISSING
preset_13anthropic_claude-sonnet-5,13,anthropic_claude-sonnet-5,"ok now it's 24-32, White took a8 corner. My choices are g2, b6, a7, c8. What's my best shot here?",Think Aloud,1.0,False,1,MISSING
preset_13anthropic_claude-sonnet-5,13,anthropic_claude-sonnet-5,"ok now it's 24-32, White took a8 corner. My choices are g2, b6, a7, c8. What's my best shot here?",Conversational Acknowledgment,0.6666666666666666,False,1,MISSING
preset_13anthropic_claude-sonnet-5,13,anthropic_claude-sonnet-5,"ok now it's 24-32, White took a8 corner. My choices are g2, b6, a7, c8. What's my best shot here?",Solution Request,0.6666666666666666,False,1,MISSING
preset_13anthropic_claude-sonnet-5,13,anthropic_claude-sonnet-5,"yikes, White just took a whole row, now it's 22-36 with 6 spaces left: g2, b6, a7. Is there any way to come back from this or am I just picking the least bad option now?",Think Aloud,1.0,False,2,MISSING
preset_13anthropic_claude-sonnet-5,13,anthropic_claude-sonnet-5,"yikes, White just took a whole row, now it's 22-36 with 6 spaces left: g2, b6, a7. Is there any way to come back from this or am I just picking the least bad option now?",Solution Request,1.0,False,2,MISSING
preset_13openai_gpt-5.6-luna,13,openai_gpt-5.6-luna,Which move is best here against strong play? Just give me the square and a quick reason.,Solution Request,1.0,False,0,MISSING
preset_13openai_gpt-5.6-luna,13,openai_gpt-5.6-luna,"After White played a8, what is my best move now from g2, b6, a7, c8?",Solution Request,0.6666666666666666,False,1,MISSING
preset_13openai_gpt-5.6-luna,13,openai_gpt-5.6-luna,"White took b8. Now should I play g2, b6, or a7 for the best final count?",Think Aloud,0.6666666666666666,False,2,MISSING
preset_13openai_gpt-5.6-luna,13,openai_gpt-5.6-luna,"White took b8. Now should I play g2, b6, or a7 for the best final count?",Common Ground Question,1.0,False,2,MISSING
preset_13openai_gpt-5.6-luna,13,openai_gpt-5.6-luna,"After White b6, which is best now: a1, g2, or a3?",Common Ground Question,1.0,False,3,MISSING
preset_13openai_gpt-5.6-luna,13,openai_gpt-5.6-luna,"Only a1 or g2 now, with White having passed. Which one gives the better final score?",Think Aloud,0.6666666666666666,False,4,MISSING
preset_13openai_gpt-5.6-luna,13,openai_gpt-5.6-luna,"Only a1 or g2 now, with White having passed. Which one gives the better final score?",Common Ground Question,0.6666666666666666,False,4,MISSING
preset_13together_google_gemma-4-31B-it,13,together_google_gemma-4-31B-it,"I'm new to this. Which one of these moves is my best bet? b7 looks like it takes a lot, but I don't want to give my opponent a chance to flip them back.",Think Aloud,1.0,False,0,MISSING
preset_13together_google_gemma-4-31B-it,13,together_google_gemma-4-31B-it,"I'm new to this. Which one of these moves is my best bet? b7 looks like it takes a lot, but I don't want to give my opponent a chance to flip them back.",Solution Request,1.0,False,0,MISSING
preset_13together_google_gemma-4-31B-it,13,together_google_gemma-4-31B-it,"Okay, White took a8. Now I can do g2, b6, a7, or c8. Which one is the right move now to keep my lead or catch up?",Think Aloud,1.0,False,1,MISSING
preset_13together_google_gemma-4-31B-it,13,together_google_gemma-4-31B-it,"Okay, White took a8. Now I can do g2, b6, a7, or c8. Which one is the right move now to keep my lead or catch up?",Conversational Acknowledgment,0.6666666666666666,False,1,MISSING
preset_13together_google_gemma-4-31B-it,13,together_google_gemma-4-31B-it,"Okay, White took a8. Now I can do g2, b6, a7, or c8. Which one is the right move now to keep my lead or catch up?",Solution Request,0.6666666666666666,False,1,MISSING
preset_13together_google_gemma-4-31B-it,13,together_google_gemma-4-31B-it,"It feels like I'm losing ground. I can do g2, b6, or a7. Which one is the smartest move to try and turn this around?",Think Aloud,1.0,False,2,MISSING
preset_13together_google_gemma-4-31B-it,13,together_google_gemma-4-31B-it,"It feels like I'm losing ground. I can do g2, b6, or a7. Which one is the smartest move to try and turn this around?",Common Ground Question,1.0,False,2,MISSING
preset_13together_meta-llama_Llama-3.3-70B-Instruct-Turbo,13,together_meta-llama_Llama-3.3-70B-Instruct-Turbo,"Which of my legal moves will give me the most discs at the end of the game, assuming my opponent plays optimally?",Solution Request,1.0,False,0,MISSING
preset_13together_meta-llama_Llama-3.3-70B-Instruct-Turbo,13,together_meta-llama_Llama-3.3-70B-Instruct-Turbo,"What is the best move among b6, a7, and c8?",Common Ground Question,1.0,False,1,MISSING
preset_13together_meta-llama_Llama-3.3-70B-Instruct-Turbo,13,together_meta-llama_Llama-3.3-70B-Instruct-Turbo,What was the final score of the game?,Knowledge Deficit Question,1.0,False,2,MISSING
preset_13together_moonshotai_Kimi-K2.6,13,together_moonshotai_Kimi-K2.6,"I need help with this Othello endgame. I'm Black and my legal moves are g2, b6, a7, b7, b8, c8. I can't figure out which one leaves me with the most discs once the board is finished. Could you tell me the single best move to play here when White plays perfectly, and maybe what the final disc count would be? I need to just play and move on.",Think Aloud,0.6666666666666666,False,0,MISSING
preset_13together_moonshotai_Kimi-K2.6,13,together_moonshotai_Kimi-K2.6,"I need help with this Othello endgame. I'm Black and my legal moves are g2, b6, a7, b7, b8, c8. I can't figure out which one leaves me with the most discs once the board is finished. Could you tell me the single best move to play here when White plays perfectly, and maybe what the final disc count would be? I need to just play and move on.",Metacomment,0.6666666666666666,False,0,MISSING
preset_13together_moonshotai_Kimi-K2.6,13,together_moonshotai_Kimi-K2.6,"I need help with this Othello endgame. I'm Black and my legal moves are g2, b6, a7, b7, b8, c8. I can't figure out which one leaves me with the most discs once the board is finished. Could you tell me the single best move to play here when White plays perfectly, and maybe what the final disc count would be? I need to just play and move on.",Solution Request,1.0,False,0,MISSING
preset_13together_moonshotai_Kimi-K2.6,13,together_moonshotai_Kimi-K2.6,"I played b7 and White responded with a8. Now my legal moves are g2, b6, a7, and c8. Which of these keeps my final disc count the highest against perfect White play?",Think Aloud,1.0,False,1,MISSING
preset_13together_moonshotai_Kimi-K2.6,13,together_moonshotai_Kimi-K2.6,"I played b7 and White responded with a8. Now my legal moves are g2, b6, a7, and c8. Which of these keeps my final disc count the highest against perfect White play?",Solution Request,0.6666666666666666,False,1,MISSING
preset_13together_moonshotai_Kimi-K2.6,13,together_moonshotai_Kimi-K2.6,"After playing c8 and White playing b8, I'm stuck with three legal moves: g2, b6, and a7. I keep messing up the diagonal counts. Could you tell me which of these three gives me the best final score against perfect White play? Just the move name is fine.",Think Aloud,1.0,False,2,MISSING
preset_13together_moonshotai_Kimi-K2.6,13,together_moonshotai_Kimi-K2.6,"After playing c8 and White playing b8, I'm stuck with three legal moves: g2, b6, and a7. I keep messing up the diagonal counts. Could you tell me which of these three gives me the best final score against perfect White play? Just the move name is fine.",Common Ground Question,0.6666666666666666,False,2,MISSING
preset_13together_moonshotai_Kimi-K2.6,13,together_moonshotai_Kimi-K2.6,"My legal moves are now a1, g2, and a3. Is playing a1 here a mistake that drops my final count, or should I play a1? If not, which of g2 or a3 is better for my final score with perfect play?",Think Aloud,1.0,False,3,MISSING
preset_13together_moonshotai_Kimi-K2.6,13,together_moonshotai_Kimi-K2.6,"My legal moves are now a1, g2, and a3. Is playing a1 here a mistake that drops my final count, or should I play a1? If not, which of g2 or a3 is better for my final score with perfect play?",Common Ground Question,1.0,False,3,MISSING
preset_14anthropic_claude-sonnet-5,14,anthropic_claude-sonnet-5,"Hey, I'm new to Othello. I'm Black, and my legal moves right now are g2, b6, a7, b7, b8, c8. Which one sets me up best to win the most discs by the end? Can you break it down simply for me?",Solution Request,1.0,False,0,MISSING
preset_14anthropic_claude-sonnet-5,14,anthropic_claude-sonnet-5,"White just took corner a8. My legal moves now are g2, b6, a7, c8. Which is safest/best for the endgame count?",Think Aloud,1.0,False,1,MISSING
preset_14anthropic_claude-sonnet-5,14,anthropic_claude-sonnet-5,"White just took corner a8. My legal moves now are g2, b6, a7, c8. Which is safest/best for the endgame count?",Common Ground Question,0.6666666666666666,False,1,MISSING
preset_14anthropic_claude-sonnet-5,14,anthropic_claude-sonnet-5,"Ouch, White just jumped to 36 discs and I'm at 22. Only g2, b6, a7 left as options for me. With just 6 empty squares total, is there still a path for me to come back, and which move do I take?",Think Aloud,1.0,False,2,MISSING
preset_14anthropic_claude-sonnet-5,14,anthropic_claude-sonnet-5,"Ouch, White just jumped to 36 discs and I'm at 22. Only g2, b6, a7 left as options for me. With just 6 empty squares total, is there still a path for me to come back, and which move do I take?",Knowledge Deficit Question,0.6666666666666666,False,2,MISSING
preset_14anthropic_claude-sonnet-5,14,anthropic_claude-sonnet-5,"Ouch, White just jumped to 36 discs and I'm at 22. Only g2, b6, a7 left as options for me. With just 6 empty squares total, is there still a path for me to come back, and which move do I take?",Solution Request,1.0,False,2,MISSING
preset_14openai_gpt-5.6-luna,14,openai_gpt-5.6-luna,"Which opening move is best here against optimal play, and what should I prioritize in this endgame?",Solution Request,1.0,False,0,MISSING
preset_14openai_gpt-5.6-luna,14,openai_gpt-5.6-luna,"After b7 and White a8, my legal moves are g2, b6, a7, c8. Which one is best now?",Think Aloud,1.0,False,1,MISSING
preset_14openai_gpt-5.6-luna,14,openai_gpt-5.6-luna,"After b7 and White a8, my legal moves are g2, b6, a7, c8. Which one is best now?",Solution Request,1.0,False,1,MISSING
preset_14openai_gpt-5.6-luna,14,openai_gpt-5.6-luna,"Now after c8, White b8, legal are g2, b6, a7. Best move?",Think Aloud,1.0,False,2,MISSING
preset_14openai_gpt-5.6-luna,14,openai_gpt-5.6-luna,"Now after c8, White b8, legal are g2, b6, a7. Best move?",Solution Request,1.0,False,2,MISSING
preset_14openai_gpt-5.6-luna,14,openai_gpt-5.6-luna,"After a7 and White b6, I can play a1, g2, or a3. Which is the winning choice?",Think Aloud,1.0,False,3,MISSING
preset_14openai_gpt-5.6-luna,14,openai_gpt-5.6-luna,"After a7 and White b6, I can play a1, g2, or a3. Which is the winning choice?",Common Ground Question,0.6666666666666666,False,3,MISSING
preset_14openai_gpt-5.6-luna,14,openai_gpt-5.6-luna,"White passed after a3. With a1 or g2 now, which gives the best final result?",Think Aloud,0.6666666666666666,False,4,MISSING
preset_14openai_gpt-5.6-luna,14,openai_gpt-5.6-luna,"White passed after a3. With a1 or g2 now, which gives the best final result?",Common Ground Question,1.0,False,4,MISSING
preset_14together_google_gemma-4-31B-it,14,together_google_gemma-4-31B-it,"Hey, I'm kind of staring at this board and not seeing the best play. Which move is actually my best bet here?",Think Aloud,0.6666666666666666,False,0,MISSING
preset_14together_google_gemma-4-31B-it,14,together_google_gemma-4-31B-it,"Hey, I'm kind of staring at this board and not seeing the best play. Which move is actually my best bet here?",Solution Request,1.0,False,0,MISSING
preset_14together_google_gemma-4-31B-it,14,together_google_gemma-4-31B-it,"White just took a8. What's the play now? g2, b6, a7, or c8?",Think Aloud,0.6666666666666666,False,1,MISSING
preset_14together_google_gemma-4-31B-it,14,together_google_gemma-4-31B-it,"White just took a8. What's the play now? g2, b6, a7, or c8?",Common Ground Question,0.6666666666666666,False,1,MISSING
preset_14together_google_gemma-4-31B-it,14,together_google_gemma-4-31B-it,"White just took a8. What's the play now? g2, b6, a7, or c8?",Solution Request,0.6666666666666666,False,1,MISSING
preset_14together_google_gemma-4-31B-it,14,together_google_gemma-4-31B-it,"I'm trailing by quite a bit. Between g2, b6, and a7, which one puts me in the best position to catch up?",Think Aloud,1.0,False,2,MISSING
